"Site","Quadrat","Year","Depth metres","Temperature celsius","Sand %","Macroalgae %","Microalgae %","Corals %"
"LTER02","Q1.4",2013,"1",27.506674492737,0.5,6.4,57.2,34.2
"LTER03","Q1.4",2013,"1",27.5195094462167,0,0.6,94.9,2.8
"LTER04","Q1.4",2013,"1",27.4603885629097,24.6,0,56.1,19.3
"LTER06","Q1.4",2013,"1",27.4961078703076,34.1,1.1,46.9,17.8
"LTER01","Q1.4",2014,"1",27.7898602262202,18.1,18.1,63.2,0
"LTER02","Q1.4",2014,"1",27.8362737713179,1.1,8.5,82.5,6.3
"LTER03","Q1.4",2014,"1",27.8329987813702,13.2,1.1,84.5,1.1
"LTER04","Q1.4",2014,"1",27.7586491685873,67,1.1,29.3,2.6
"LTER05","Q1.4",2014,"1",27.904828222844,6.4,1.1,71.7,19.2
"LTER06","Q1.4",2014,"1",27.8239230913424,25.7,1.7,54.8,17.3
"LTER01","Q1.4",2015,"1",28.2533522618363,7.2,24.3,63,5
"LTER02","Q1.4",2015,"1",27.9682522385216,0.6,11.8,87,0.6
"LTER03","Q1.4",2015,"1",27.9845805333993,1.7,0.6,97.8,0
"LTER04","Q1.4",2015,"1",27.909146250928,87.2,0,12.8,0
"LTER05","Q1.4",2015,"1",28.0040059573818,1.1,0.6,74.4,22.8
"LTER06","Q1.4",2015,"1",27.9921481749462,12.2,21.8,49.5,16.5
"LTER01","Q1.4",2016,"1",28.0406091074866,30.3,24,42.9,2.9
"LTER02","Q1.4",2016,"1",28.1715244481593,0,20.8,78,1.2
"LTER03","Q1.4",2016,"1",28.164708877111,3.9,16.9,78.1,1.1
"LTER04","Q1.4",2016,"1",28.0995342611403,68.9,1.7,7.3,22
"LTER05","Q1.4",2016,"1",28.2164700007308,0,0,31.3,67
"LTER06","Q1.4",2016,"1",28.2387807610512,24.7,27.5,45.1,1
"LTER01","Q1.4",2017,"1",28.3689186879477,32.6,43.3,17.4,4.6
"LTER02","Q1.4",2017,"1",28.3462896403142,0,49.2,49.2,0.5
"LTER03","Q1.4",2017,"1",28.3763806299676,2.3,20.6,64.6,0.6
"LTER04","Q1.4",2017,"1",28.0708088753452,70.3,1.1,20.6,6.8
"LTER05","Q1.4",2017,"1",28.1966917436435,10,0,36.7,46.1
"LTER06","Q1.4",2017,"1",28.3799132867838,35.5,38.8,24,1.6
"LTER01","Q1.4",2018,"1",28.0732817797417,22.8,30.2,32.3,7.9
"LTER02","Q1.4",2018,"1",28.0082232156987,1.6,25.1,26.7,2.7
"LTER03","Q1.4",2018,"1",27.9639161917708,2.7,4.3,76.8,3.3
"LTER04","Q1.4",2018,"1",27.9599065741306,94.1,0,5.9,0
"LTER05","Q1.4",2018,"1",28.1035164312098,0,1,30.2,64.1
"LTER06","Q1.4",2018,"1",27.9144224900429,77,9.8,10.4,2.7
"LTER01","Q1.4",2019,"1",27.2845838001952,47.3,35.5,5.9,9.7
"LTER02","Q1.4",2019,"1",28.1940967334076,6.8,64.6,17.7,3.1
"LTER03","Q1.4",2019,"1",28.1140556868425,20.4,23.8,23.8,0.6
"LTER04","Q1.4",2019,"1",27.805624841443,26.7,8.6,11.2,31
"LTER05","Q1.4",2019,"1",28.1542794759825,10.8,19.5,4.3,60.5
"LTER06","Q1.4",2019,"1",28.3183883003953,43.5,43.5,10.9,1.5
"LTER01","Q1.4",2020,"1",28.3060439717665,0,4,0,4.5
"LTER02","Q1.4",2020,"1",28.1366869747899,0,21.5,0,11.3
"LTER03","Q1.4",2020,"1",28.1726081920207,0,0,0,1
"LTER04","Q1.4",2020,"1",28.1994896370438,0,0.5,0,20.1
"LTER05","Q1.4",2020,"1",28.2084073806628,0,0,0,76.6
"LTER06","Q1.4",2020,"1",27.9783467231688,0,7.7,0,0.5
"LTER01","Q1.4",2021,"1",28.5024019399302,13.6,26.2,52.4,7.9
"LTER02","Q1.4",2021,"1",28.4131850842418,0,48.6,48.1,3.3
"LTER03","Q1.4",2021,"1",28.3892764139428,0,10.5,85.6,4
"LTER04","Q1.4",2021,"1",28.3469249650564,47.2,3.9,27.5,21.4
"LTER05","Q1.4",2021,"1",28.5428812559888,0,2.6,26.5,70.9
"LTER06","Q1.4",2021,"1",28.5016351606805,0,19.7,73.9,5.9
"LTER01","Q1.5",2005,"1",27.5293184924819,0.6,0,51.8,47.6
"LTER02","Q1.5",2005,"1",27.594211757064,57.3,0.6,10.8,31.2
"LTER03","Q1.5",2005,"1",NA,0,2.5,71.7,25.7
"LTER04","Q1.5",2005,"1",NA,68.9,0,21.7,9.3
"LTER05","Q1.5",2005,"1",NA,4.9,0,79,16
"LTER06","Q1.5",2005,"1",NA,13,16.6,61.5,8.9
"LTER01","Q1.5",2006,"1",28.0624931423347,9.9,0,73.9,16.2
"LTER02","Q1.5",2006,"1",28.2292330092039,27.8,0,7.7,64.5
"LTER03","Q1.5",2006,"1",27.6003052204659,4.8,0.6,50.6,44
"LTER04","Q1.5",2006,"1",27.5750067609736,76.2,0,10.7,13.1
"LTER05","Q1.5",2006,"1",27.6266973004021,0,0,54,46
"LTER06","Q1.5",2006,"1",27.6461775296144,4.2,12.7,77.6,5.4
"LTER01","Q1.5",2007,"1",28.0634093245878,1.6,3.2,50.8,0
"LTER02","Q1.5",2007,"1",27.4090923974943,2,5.1,20.2,4.5
"LTER03","Q1.5",2007,"1",28.0712776324747,1.6,0,52.7,45.7
"LTER04","Q1.5",2007,"1",28.0299992839754,54.7,0,35.9,9.4
"LTER05","Q1.5",2007,"1",28.117369361003,0,3.1,54.1,41.2
"LTER06","Q1.5",2007,"1",28.0809681683398,2.7,2.7,82.4,6.9
"LTER01","Q1.5",2008,"1",27.6146916441844,1,1,40.5,57.5
"LTER02","Q1.5",2008,"1",27.7110048381094,0,0,35.5,64.5
"LTER03","Q1.5",2008,"1",27.820307308452,1,6,11.5,81.5
"LTER04","Q1.5",2008,"1",27.6445644864074,28.5,0,10,61.5
"LTER05","Q1.5",2008,"1",27.7679004491018,0,1.6,50,48.4
"LTER06","Q1.5",2008,"1",27.6501033257992,55.8,0.5,32.5,11.2
"LTER01","Q1.5",2009,"1",27.9906445963182,0,0.5,25.5,74
"LTER02","Q1.5",2009,"1",28.0414380366696,0,4.8,33.9,61.4
"LTER03","Q1.5",2009,"1",27.994474226357,0,4.6,28.4,67
"LTER04","Q1.5",2009,"1",27.9707363972128,53.2,1.1,44.1,1.6
"LTER05","Q1.5",2009,"1",28.0576962174716,0,0,82.4,17.6
"LTER06","Q1.5",2009,"1",28.1397490753499,15.2,3.6,69.5,11.7
"LTER01","Q1.5",2010,"1",27.887508013432,2.6,1.6,32.8,63
"LTER02","Q1.5",2010,"1",27.9095695528069,0,3.1,16.8,80.1
"LTER03","Q1.5",2010,"1",27.9704774682195,0,0,94,6
"LTER04","Q1.5",2010,"1",27.8959225000952,77.9,0,21.1,1.1
"LTER05","Q1.5",2010,"1",28.2852811235068,0,0,67.8,32.2
"LTER06","Q1.5",2010,"1",27.8899431028905,13.5,11.9,57.8,16.8
"LTER01","Q1.5",2011,"1",27.229412682704,0,19.5,39.5,41.1
"LTER02","Q1.5",2011,"1",27.2557628312519,0,15,28.9,56.1
"LTER03","Q1.5",2011,"1",27.5005280113145,1.1,0.5,88.7,9.7
"LTER04","Q1.5",2011,"1",27.2244127165429,29.2,5.9,52.4,12.4
"LTER06","Q1.5",2011,"1",27.2498702041283,16.8,3.7,58.4,21
"LTER01","Q1.5",2012,"1",27.7841114724171,0,68.4,30.6,1
"LTER02","Q1.5",2012,"1",27.758065649754,15.2,7.1,58.7,19
"LTER03","Q1.5",2012,"1",27.6645911251981,1.1,1.1,94.6,3.2
"LTER04","Q1.5",2012,"1",27.7159185300482,65.6,1.1,27.3,6
"LTER05","Q1.5",2012,"1",27.8079607537708,0,3.2,77.8,18.9
"LTER06","Q1.5",2012,"1",27.7190939144643,14.9,25.1,41.7,18.3
"LTER01","Q1.5",2013,"1",27.6504694813144,1.7,15,80,3.3
"LTER02","Q1.5",2013,"1",27.506674492737,0,7,67.4,23.5
"LTER03","Q1.5",2013,"1",27.5195094462167,1.6,1.1,94.1,3.2
"LTER04","Q1.5",2013,"1",27.4603885629097,76.9,0,10.4,12.7
"LTER05","Q1.5",2013,"1",27.471182624576,0,1.1,83.4,15.5
"LTER06","Q1.5",2013,"1",27.4961078703076,37.8,3.9,41.1,16.7
"LTER01","Q1.5",2014,"1",27.7898602262202,10.9,14.8,70.5,3.8
"LTER02","Q1.5",2014,"1",27.8362737713179,0,6.8,84,7.4
"LTER03","Q1.5",2014,"1",27.8329987813702,2.3,0,93.7,2.3
"LTER04","Q1.5",2014,"1",27.7586491685873,15.3,0,61.4,22.2
"LTER05","Q1.5",2014,"1",27.904828222844,0.6,0,81.8,14.9
"LTER06","Q1.5",2014,"1",27.8239230913424,20.4,1.7,40.9,36.4
"LTER01","Q1.5",2015,"1",28.2533522618363,10.1,24.7,64,0
"LTER02","Q1.5",2015,"1",27.9682522385216,0,13.2,83.3,2.9
"LTER03","Q1.5",2015,"1",27.9845805333993,5.2,1.7,86,1.2
"LTER04","Q1.5",2015,"1",27.909146250928,94.9,0.6,4.5,0
"LTER05","Q1.5",2015,"1",28.0040059573818,0,0.6,80.5,16.1
"LTER06","Q1.5",2015,"1",27.9921481749462,26.8,34,24.7,14.4
"LTER01","Q1.5",2016,"1",28.0406091074866,5.6,25,55.6,2.5
"LTER02","Q1.5",2016,"1",28.1715244481593,0,17,83,0
"LTER03","Q1.5",2016,"1",28.164708877111,1.8,1.8,96.3,0
"LTER04","Q1.5",2016,"1",28.0995342611403,91.6,0,3,5.4
"LTER05","Q1.5",2016,"1",28.2164700007308,0,0,21.5,75.7
"LTER06","Q1.5",2016,"1",28.2387807610512,21.5,14.9,56.9,6.7
"LTER01","Q1.5",2017,"1",28.3689186879477,28,24.6,46.3,0.6
"LTER02","Q1.5",2017,"1",28.3462896403142,2.3,21.6,67,2.2
"LTER03","Q1.5",2017,"1",28.3763806299676,3.4,15.2,64.6,0
"LTER04","Q1.5",2017,"1",28.0708088753452,57.2,1.7,17.9,23.1
"LTER05","Q1.5",2017,"1",28.1966917436435,2.9,1.2,34.9,54.1
"LTER06","Q1.5",2017,"1",28.3799132867838,21.8,32.4,44.1,1.1
"LTER01","Q1.5",2018,"1",28.0732817797417,37.9,3.7,54.2,1.1
"LTER02","Q1.5",2018,"1",28.0082232156987,1.1,21.8,32.4,2.1
"LTER03","Q1.5",2018,"1",27.9639161917708,1.6,3.2,84.2,0
"LTER04","Q1.5",2018,"1",27.9599065741306,58.6,0,8.9,30.9
"LTER05","Q1.5",2018,"1",28.1035164312098,0.5,1.6,20.6,65.6
"LTER06","Q1.5",2018,"1",27.9144224900429,50.5,7.6,41.8,0
"LTER01","Q1.5",2019,"1",27.2845838001952,65.8,8.6,11.2,0
"LTER02","Q1.5",2019,"1",28.1940967334076,2.2,78.5,16.1,0
"LTER03","Q1.5",2019,"1",28.1140556868425,24.4,13,28,0
"LTER04","Q1.5",2019,"1",27.805624841443,29.1,9.9,15.4,28.6
"LTER05","Q1.5",2019,"1",28.1542794759825,16.7,2.8,29.4,41.7
"LTER06","Q1.5",2019,"1",28.3183883003953,45.3,41.1,9.5,1.6
"LTER01","Q1.5",2020,"1",28.3060439717665,0,2,0,0.5
"LTER02","Q1.5",2020,"1",28.1366869747899,0,16.8,0,8.7
"LTER03","Q1.5",2020,"1",28.1726081920207,0,1.1,0,0
"LTER04","Q1.5",2020,"1",28.1994896370438,0,1.1,0,15.6
"LTER05","Q1.5",2020,"1",28.2084073806628,0,10.5,0,72.1
"LTER06","Q1.5",2020,"1",27.9783467231688,0,14,0,0
"LTER01","Q1.5",2021,"1",28.5024019399302,10.5,22,61.8,5.2
"LTER02","Q1.5",2021,"1",28.4131850842418,0,37.4,58.2,4.4
"LTER03","Q1.5",2021,"1",28.3892764139428,0.6,10.6,85,1.2
"LTER04","Q1.5",2021,"1",28.3469249650564,50,2.2,26.6,21.2
"LTER05","Q1.5",2021,"1",28.5428812559888,0,0,77,20.3
"LTER06","Q1.5",2021,"1",28.5016351606805,11.7,17.8,67.8,1.7
"LTER01","Q1.6",2005,"1",27.5293184924819,0,0,97.6,2.4
"LTER02","Q1.6",2005,"1",27.594211757064,0,0,23.7,76.3
"LTER03","Q1.6",2005,"1",NA,14.7,0,63.8,21.5
"LTER04","Q1.6",2005,"1",NA,34.7,1.8,44.3,19.2
"LTER05","Q1.6",2005,"1",NA,27,0,26.4,46.6
"LTER06","Q1.6",2005,"1",NA,21,16.7,53.7,8.6
"LTER01","Q1.6",2006,"1",28.0624931423347,25.8,0,74.2,0
"LTER02","Q1.6",2006,"1",28.2292330092039,17.2,0,49.1,33.7
"LTER03","Q1.6",2006,"1",27.6003052204659,6.6,0,76.5,16.9
"LTER04","Q1.6",2006,"1",27.5750067609736,27.3,0,56.4,16.3
"LTER05","Q1.6",2006,"1",27.6266973004021,3.6,0,74.4,22.1
"LTER06","Q1.6",2006,"1",27.6461775296144,18.2,8.2,69.8,3.8
"LTER01","Q1.6",2007,"1",28.0634093245878,21.8,0,15,0
"LTER02","Q1.6",2007,"1",27.4090923974943,12.4,1.1,61.6,0
"LTER03","Q1.6",2007,"1",28.0712776324747,3.2,0,72.4,21.6
"LTER04","Q1.6",2007,"1",28.0299992839754,13.4,0,54.3,32.3
"LTER05","Q1.6",2007,"1",28.117369361003,0.5,0,77.7,17.6
"LTER06","Q1.6",2007,"1",28.0809681683398,15.1,0.5,84.4,0
"LTER01","Q1.6",2008,"1",27.6146916441844,19.1,2,14.6,64.3
"LTER02","Q1.6",2008,"1",27.7110048381094,17.7,9.1,51,22.2
"LTER03","Q1.6",2008,"1",27.820307308452,58.5,0.5,35,5.5
"LTER04","Q1.6",2008,"1",27.6445644864074,51.5,0,10.5,38
"LTER05","Q1.6",2008,"1",27.7679004491018,1,0,70.6,27.8
"LTER06","Q1.6",2008,"1",27.6501033257992,61.7,4.1,18.9,14.8
"LTER01","Q1.6",2009,"1",27.9906445963182,13.1,3.1,22,61.8
"LTER02","Q1.6",2009,"1",28.0414380366696,21.2,4.1,36.8,37.8
"LTER03","Q1.6",2009,"1",27.994474226357,64.6,0,33.1,2.2
"LTER04","Q1.6",2009,"1",27.9707363972128,61.3,8.1,30.6,0
"LTER05","Q1.6",2009,"1",28.0576962174716,0.5,0,69,30.5
"LTER06","Q1.6",2009,"1",28.1397490753499,35.9,4.2,46.4,13.5
"LTER01","Q1.6",2010,"1",27.887508013432,7.6,2.7,43.8,45.9
"LTER02","Q1.6",2010,"1",27.9095695528069,17.4,8.4,36.8,37.4
"LTER03","Q1.6",2010,"1",27.9704774682195,43.2,1.6,42.1,13.1
"LTER04","Q1.6",2010,"1",27.8959225000952,18.2,0,59.9,21.9
"LTER05","Q1.6",2010,"1",28.2852811235068,0,0,81.8,18.2
"LTER06","Q1.6",2010,"1",27.8899431028905,50.3,12,26.8,10.9
"LTER01","Q1.6",2011,"1",27.229412682704,8.2,12.9,37.6,41.2
"LTER02","Q1.6",2011,"1",27.2557628312519,1.1,6.9,58.3,33.7
"LTER03","Q1.6",2011,"1",27.5005280113145,24.5,2.7,70.1,2.7
"LTER04","Q1.6",2011,"1",27.2244127165429,88.1,2.8,6.2,2.8
"LTER05","Q1.6",2011,"1",27.2567307991495,1.1,2.6,71.4,23.3
"LTER06","Q1.6",2011,"1",27.2498702041283,36.2,3.7,46.8,13.3
"LTER01","Q1.6",2012,"1",27.7841114724171,6.5,49.2,38.4,5.9
"LTER02","Q1.6",2012,"1",27.758065649754,42.2,3.2,48.6,5.9
"LTER03","Q1.6",2012,"1",27.6645911251981,31,2.7,60.3,5.9
"LTER04","Q1.6",2012,"1",27.7159185300482,83.8,0,4.3,11.9
"LTER05","Q1.6",2012,"1",27.8079607537708,1.6,0,61,36.9
"LTER06","Q1.6",2012,"1",27.7190939144643,24.3,37,23.2,15.5
"LTER01","Q1.6",2013,"1",27.6504694813144,10,19.4,66.1,4.4
"LTER02","Q1.6",2013,"1",27.506674492737,0,1.1,79,19.9
"LTER03","Q1.6",2013,"1",27.5195094462167,22,1.1,71.4,5.5
"LTER04","Q1.6",2013,"1",27.4603885629097,80.4,0,7.6,12
"LTER05","Q1.6",2013,"1",27.471182624576,4.3,1.6,70.1,19
"LTER06","Q1.6",2013,"1",27.4961078703076,18.5,5.4,56.5,17.4
"LTER01","Q1.6",2014,"1",27.7898602262202,20.2,13.1,62.3,4.4
"LTER02","Q1.6",2014,"1",27.8362737713179,22.1,10.5,56.9,9.9
"LTER03","Q1.6",2014,"1",27.8329987813702,45.6,0,53.9,0.6
"LTER04","Q1.6",2014,"1",27.7586491685873,93.5,0,6.4,0
"LTER05","Q1.6",2014,"1",27.904828222844,6,0,61,31.3
"LTER06","Q1.6",2014,"1",27.8239230913424,32.6,4.3,35.8,27.3
"LTER01","Q1.6",2015,"1",28.2533522618363,13.4,36,48.8,1.2
"LTER02","Q1.6",2015,"1",27.9682522385216,0,6.4,89.6,2.9
"LTER03","Q1.6",2015,"1",27.9845805333993,17.3,1.2,79.8,1.8
"LTER04","Q1.6",2015,"1",27.909146250928,29.5,11.6,50.9,8.1
"LTER05","Q1.6",2015,"1",28.0040059573818,1.1,0.5,59.5,36.2
"LTER06","Q1.6",2015,"1",27.9921481749462,14.8,24.9,43.9,16.4
"LTER01","Q1.6",2016,"1",28.0406091074866,11.6,38.1,43.4,1.2
"LTER02","Q1.6",2016,"1",28.1715244481593,0,16.3,83.1,0
"LTER03","Q1.6",2016,"1",28.164708877111,7,1.8,91.2,0
"LTER04","Q1.6",2016,"1",28.0995342611403,82,0,18,0
"LTER05","Q1.6",2016,"1",28.2164700007308,5.5,0.5,50.8,24
"LTER06","Q1.6",2016,"1",28.2387807610512,34.3,26.3,35.4,3.4
"LTER01","Q1.6",2017,"1",28.3689186879477,14.2,37.9,38.5,1.8
"LTER02","Q1.6",2017,"1",28.3462896403142,0,22.1,75.7,0.6
"LTER03","Q1.6",2017,"1",28.3763806299676,20.1,11.7,62,2.2
"LTER04","Q1.6",2017,"1",28.0708088753452,99.4,0.6,0,0
"LTER05","Q1.6",2017,"1",28.1966917436435,6.9,0,74,15.6
"LTER06","Q1.6",2017,"1",28.3799132867838,34.2,5.4,54.3,0
"LTER01","Q1.6",2018,"1",28.0732817797417,27.7,23.9,27.7,10.9
"LTER02","Q1.6",2018,"1",28.0082232156987,4.3,5.9,37.8,0
"LTER03","Q1.6",2018,"1",27.9639161917708,35.3,3.7,59.4,0.5
"LTER04","Q1.6",2018,"1",27.9599065741306,100,0,0,0
"LTER05","Q1.6",2018,"1",28.1035164312098,16.8,1.1,54.7,25.2
"LTER06","Q1.6",2018,"1",27.9144224900429,58.8,11.2,20.3,1
"LTER01","Q1.6",2019,"1",27.2845838001952,35.1,45,8.9,5.2
"LTER02","Q1.6",2019,"1",28.1940967334076,3.8,73.2,16.9,0.5
"LTER03","Q1.6",2019,"1",28.1140556868425,78.4,5.7,14.4,0
"LTER04","Q1.6",2019,"1",27.805624841443,86.6,5.9,4.8,2.1
"LTER05","Q1.6",2019,"1",28.1542794759825,16,36.4,7.5,35.9
"LTER06","Q1.6",2019,"1",28.3183883003953,40.6,18.3,36.1,2.2
"LTER01","Q1.6",2020,"1",28.3060439717665,0,2,0,3.5
"LTER02","Q1.6",2020,"1",28.1366869747899,0,10.2,0,0
"LTER03","Q1.6",2020,"1",28.1726081920207,0,0,0,0
"LTER04","Q1.6",2020,"1",28.1994896370438,0,0,0,0
"LTER05","Q1.6",2020,"1",28.2084073806628,0,56.5,0,33.2
"LTER06","Q1.6",2020,"1",27.9783467231688,0,13.7,0,6.8
"LTER01","Q1.6",2021,"1",28.5024019399302,2.2,53.8,39.6,4.3
"LTER02","Q1.6",2021,"1",28.4131850842418,0,21.1,78.9,0
"LTER03","Q1.6",2021,"1",28.3892764139428,56.5,0,43.5,0
"LTER04","Q1.6",2021,"1",28.3469249650564,88.4,0,11.6,0
"LTER05","Q1.6",2021,"1",28.5428812559888,0.6,2.8,25.3,68.5
"LTER06","Q1.6",2021,"1",28.5016351606805,5.5,12,68.3,13.1
"LTER01","Q1.7",2005,"1",27.5293184924819,5,0,84.9,10.1
"LTER02","Q1.7",2005,"1",27.594211757064,1.9,0,3.2,94.9
"LTER03","Q1.7",2005,"1",NA,0,0,71.1,28.9
"LTER04","Q1.7",2005,"1",NA,31.3,0,47.9,20.9
"LTER05","Q1.7",2005,"1",NA,0,0,14.6,85.4
"LTER06","Q1.7",2005,"1",NA,0,19,70.2,10.7
"LTER01","Q1.7",2006,"1",28.0624931423347,40.1,0,59.2,0.6
"LTER02","Q1.7",2006,"1",28.2292330092039,0,0,10.8,89.2
"LTER03","Q1.7",2006,"1",27.6003052204659,1.2,0,81.8,17
"LTER04","Q1.7",2006,"1",27.5750067609736,28.6,0,41.1,30.4
"LTER05","Q1.7",2006,"1",27.6266973004021,31.7,0.6,13.2,54.5
"LTER06","Q1.7",2006,"1",27.6461775296144,0,16,71.4,12.6
"LTER01","Q1.7",2007,"1",28.0634093245878,26.4,0,18.7,0
"LTER02","Q1.7",2007,"1",27.4090923974943,1.1,0,11.2,0
"LTER03","Q1.7",2007,"1",28.0712776324747,0.5,0,76.1,21.3
"LTER04","Q1.7",2007,"1",28.0299992839754,9.3,1.6,64.2,24.9
"LTER05","Q1.7",2007,"1",28.117369361003,56.6,2,4.1,37.2
"LTER06","Q1.7",2007,"1",28.0809681683398,0,26.2,63.6,1.6
"LTER01","Q1.7",2008,"1",27.6146916441844,24.6,4,26.1,45.2
"LTER02","Q1.7",2008,"1",27.7110048381094,0,0,6.5,93.5
"LTER03","Q1.7",2008,"1",27.820307308452,21.5,1,42.5,35
"LTER04","Q1.7",2008,"1",27.6445644864074,51,0,41.5,7.5
"LTER05","Q1.7",2008,"1",27.7679004491018,25.5,3.5,51.5,19.5
"LTER06","Q1.7",2008,"1",27.6501033257992,0,15.1,76.9,8
"LTER01","Q1.7",2009,"1",27.9906445963182,25.4,2.1,36.8,35.8
"LTER02","Q1.7",2009,"1",28.0414380366696,0,0,28.9,71.1
"LTER04","Q1.7",2009,"1",27.9707363972128,73.7,0,25.3,1.1
"LTER05","Q1.7",2009,"1",28.0576962174716,6.9,0.5,86.2,6.3
"LTER06","Q1.7",2009,"1",28.1397490753499,0,8.6,82.4,9.1
"LTER01","Q1.7",2010,"1",27.887508013432,8.7,1,59.2,31.1
"LTER02","Q1.7",2010,"1",27.9095695528069,0,0,94.4,5.6
"LTER03","Q1.7",2010,"1",27.9704774682195,83.5,0,14.4,2.1
"LTER04","Q1.7",2010,"1",27.8959225000952,67.5,0,9.4,23.1
"LTER05","Q1.7",2010,"1",28.2852811235068,0.5,0,66.5,33
"LTER06","Q1.7",2010,"1",27.8899431028905,12.9,15.5,62.9,8.7
"LTER01","Q1.7",2011,"1",27.229412682704,6.2,8.9,61.5,23.4
"LTER02","Q1.7",2011,"1",27.2557628312519,0,4.8,71.3,23.9
"LTER03","Q1.7",2011,"1",27.5005280113145,74,0.6,24.9,0.6
"LTER04","Q1.7",2011,"1",27.2244127165429,60.4,0,39,0.5
"LTER05","Q1.7",2011,"1",27.2567307991495,7.2,2.8,64.4,25.6
"LTER06","Q1.7",2011,"1",27.2498702041283,0,8,78.7,13.2
"LTER01","Q1.7",2012,"1",27.7841114724171,11.7,39.9,45.7,2.7
"LTER02","Q1.7",2012,"1",27.758065649754,1.7,0,92.3,6.1
"LTER03","Q1.7",2012,"1",27.6645911251981,69.2,3.3,26.9,0.5
"LTER04","Q1.7",2012,"1",27.7159185300482,66.3,0.5,27.7,5.4
"LTER05","Q1.7",2012,"1",27.8079607537708,6.4,2.7,69.1,21.8
"LTER06","Q1.7",2012,"1",27.7190939144643,2.7,8.6,72.6,16.1
"LTER01","Q1.7",2013,"1",27.6504694813144,13.1,6.2,77.3,2.9
"LTER02","Q1.7",2013,"1",27.506674492737,0.6,2.7,85.8,10.9
"LTER03","Q1.7",2013,"1",27.5195094462167,74,0,23.1,2.9
"LTER04","Q1.7",2013,"1",27.4603885629097,81.7,0,14.9,3.4
"LTER05","Q1.7",2013,"1",27.471182624576,4.3,3.2,61.1,31.4
"LTER06","Q1.7",2013,"1",27.4961078703076,1.7,6.2,72.1,20.1
"LTER01","Q1.7",2014,"1",27.7898602262202,20.3,10.4,68.1,1.2
"LTER02","Q1.7",2014,"1",27.8362737713179,0,7.9,89.5,2.6
"LTER03","Q1.7",2014,"1",27.8329987813702,68.2,0,31.8,0
"LTER04","Q1.7",2014,"1",27.7586491685873,76.7,1.6,15.3,5.9
"LTER05","Q1.7",2014,"1",27.904828222844,20.3,7.1,23.6,48.9
"LTER06","Q1.7",2014,"1",27.8239230913424,0,8.5,66.5,24.4
"LTER01","Q1.7",2015,"1",28.2533522618363,13.9,27.7,56.6,1.2
"LTER02","Q1.7",2015,"1",27.9682522385216,1.7,1.2,95.9,1.2
"LTER03","Q1.7",2015,"1",27.9845805333993,48.3,0.6,51.1,0
"LTER05","Q1.7",2015,"1",28.0040059573818,9.2,3.2,26.5,61.1
"LTER06","Q1.7",2015,"1",27.9921481749462,12.9,27.8,50.5,8.3
"LTER01","Q1.7",2016,"1",28.0406091074866,13.4,26.7,54.1,5.2
"LTER02","Q1.7",2016,"1",28.1715244481593,0,2.5,97.5,0
"LTER03","Q1.7",2016,"1",28.164708877111,28.8,6.5,64.1,0.6
"LTER04","Q1.7",2016,"1",28.0995342611403,39.5,0.6,39.5,20.3
"LTER05","Q1.7",2016,"1",28.2164700007308,4.5,6.1,14,75.4
"LTER06","Q1.7",2016,"1",28.2387807610512,6,43.4,46.2,2.2
"LTER01","Q1.7",2017,"1",28.3689186879477,13.9,24.4,56.1,2.3
"LTER02","Q1.7",2017,"1",28.3462896403142,15.9,10.2,68.8,1.2
"LTER03","Q1.7",2017,"1",28.3763806299676,53.4,5.1,37.6,2.8
"LTER04","Q1.7",2017,"1",28.0708088753452,98.9,0,1.1,0
"LTER05","Q1.7",2017,"1",28.1966917436435,19.9,0.6,53.6,22.7
"LTER06","Q1.7",2017,"1",28.3799132867838,9,24.2,63.5,1.1
"LTER01","Q1.7",2018,"1",28.0732817797417,24.1,28.9,42.2,0.5
"LTER02","Q1.7",2018,"1",28.0082232156987,13,8.9,37.5,6.8
"LTER03","Q1.7",2018,"1",27.9639161917708,68.2,2.6,26.2,0.5
"LTER04","Q1.7",2018,"1",27.9599065741306,98.9,0,1.1,0
"LTER05","Q1.7",2018,"1",28.1035164312098,11.2,0,43.9,33.2
"LTER06","Q1.7",2018,"1",27.9144224900429,8.5,22.9,33,0
"LTER01","Q1.7",2019,"1",27.2845838001952,38.5,23,16.6,4.2
"LTER02","Q1.7",2019,"1",28.1940967334076,25.1,48.2,13.6,3.7
"LTER03","Q1.7",2019,"1",28.1140556868425,91.4,2.2,3.8,0
"LTER04","Q1.7",2019,"1",27.805624841443,72.7,4.3,7.5,11.8
"LTER05","Q1.7",2019,"1",28.1542794759825,30.5,4.2,6.8,45.8
"LTER06","Q1.7",2019,"1",28.3183883003953,23.2,37.8,33,0
"LTER01","Q1.7",2020,"1",28.3060439717665,0,2.6,0,7.7
"LTER02","Q1.7",2020,"1",28.1366869747899,0,1.6,0,1.6
"LTER03","Q1.7",2020,"1",28.1726081920207,0,0,0,0
"LTER04","Q1.7",2020,"1",28.1994896370438,0,0,0,2.7
"LTER05","Q1.7",2020,"1",28.2084073806628,0,2.7,0,57.2
"LTER06","Q1.7",2020,"1",27.9783467231688,0,24,0,3.7
"LTER01","Q1.7",2021,"1",28.5024019399302,1.1,37,59.1,2.8
"LTER02","Q1.7",2021,"1",28.4131850842418,0,15.6,80.6,3.8
"LTER03","Q1.7",2021,"1",28.3892764139428,33.5,0,65.4,1
